exemptn_no,mfr_no,mfr_name,report_id,date_of_event,mfr_aware_date,event_type,dev_prob_cd,report_year,report_qtr,initial_report_flag,dev_id,product_code,brand_name,model_no,catalog_no,impl_avail_for_eval,impl_ret_to_mfr
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00497,,10/15/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00498,,10/13/1999,M,1010;1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00499,,10/16/1999,M,1049;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00506,,10/24/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00533,,11/07/1999,M,1049;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00537,,11/01/1999,M,1310,1999,4,I,0784-00-0139,DSP,"True Sheathless DL 9.5 Fr. 34cc IAB,,,",0784-00-0139,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00538,,11/05/1999,M,1052;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00539,,11/07/1999,M,1052;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00540,,11/07/1999,M,1316,1999,4,I,0784-00-0139,DSP,"True Sheathless DL 9.5 Fr. 34cc IAB,,,",0784-00-0139,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00541,,11/07/1999,M,1052;1746,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00542,,11/08/1999,M,1052;1746,1999,4,I,0784-00-0141,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00543,,11/14/1999,M,1310;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00544,,11/14/1999,M,1310;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00553,,11/12/1999,M,1052,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00559,,11/04/1999,M,1310,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00565,,11/05/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00566,,11/05/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00568,,11/05/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00576,,11/20/1999,IN,2203,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00577,,11/20/1999,IN,1043,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00578,,11/05/1999,IN,2203,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00579,,11/25/1999,IN,2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00580,,11/20/1999,IN,2203,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00581,,11/20/1999,IN,2203,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00582,,11/05/1999,IN,1528;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00583,,11/20/1999,IN,1530;2203,1999,4,I,0684-00-0306,DSP,True Sheathless DL 9.5 Fr. 40cc IAB,0684-00-0306,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00584,,11/20/1999,IN,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00585,,11/25/1999,IN,2203,1999,4,I,0684-00-0307,DSP,True Sheathless DL 9.5 Fr. 34cc IAB,0684-00-0307,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00595,,11/26/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00596,,11/26/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00598,,11/20/1999,M,1052,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00599,,11/25/1999,M,1043;1310;1530,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00600,,11/25/1999,M,1043,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00601,,11/20/1999,M,1456,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00602,,11/20/1999,M,1043,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00603,,11/20/1999,M,1043;1530,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00604,,11/20/1999,M,1052,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00605,,11/20/1999,M,1052,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00612,,11/28/1999,M,1052;1746,1999,4,I,0784-00-0139,DSP,"True Sheathless DL 9.5 Fr. 34cc IAB,,,",0784-00-0139,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00615,,11/28/1999,M,1052;1746,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00616,,11/13/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00619,,11/19/1999,IN,1049;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00620,,11/19/1999,IN,1049;1530,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00621,,11/20/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00622,,11/20/1999,M,1043;1310,1999,4,I,0684-00-0321,DSP,True Sheathless DL 9.5 Fr. 40cc IAB,0684-00-0321,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00626,,11/29/1999,M,1628,1999,4,I,0784-00-0137,DSP,"True Sheathless DL 9.5 Fr. 25cc IAB,,,",0784-00-0137,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00629,,11/20/1999,M,1530;2203,1999,4,I,0684-00-0269,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0269,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00630,,11/20/1999,M,1052;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00651,,11/11/1999,M,1010;1456,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00654,,11/27/1999,IN,1530;2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00657,,11/08/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00658,,11/05/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00660,,11/06/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00661,,11/06/1999,M,1316;1456,1999,4,I,0684-19-0058,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00662,,11/06/1999,M,1316;1456,1999,4,I,0684-19-0058,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00663,,11/06/1999,M,1316;1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00664,,11/06/1999,M,1456;2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00665,,11/06/1999,M,2203,1999,4,I,0684-59-0001,DSP,SYSTEM 90 SERIES EXTENDER TUBING,0684-59-0001,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00667,,11/22/1999,IN,1049;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00669,,11/19/1999,M,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00672,,12/18/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00673,,12/03/1999,M,1528,1999,4,I,0684-19-0058,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00675,,12/05/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00676,,12/02/1999,M,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00677,,12/01/1999,M,1043;1310,1999,4,I,0684-00-0321,DSP,True Sheathless DL 9.5 Fr. 40cc IAB,0684-00-0321,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00679,,12/04/1999,M,1456,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00685,,12/05/1999,M,1052;1530,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00686,,12/05/1999,M,1052;1530,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00687,,12/05/1999,M,1052,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00688,,12/01/1999,M,1310;1530,1999,4,I,0684-00-0321,DSP,True Sheathless DL 9.5 Fr. 40cc IAB,0684-00-0321,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00689,,12/17/1999,IN,2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00692,,12/09/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00707,,12/10/1999,M,1052;1746,1999,4,I,0784-00-0141,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00709,,12/11/1999,M,1316;1339,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00719,,12/11/1999,M,1316;1339,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00724,,12/15/1999,M,1010,1999,4,I,0784-00-0141,DSP,,,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00725,,12/15/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00732,,12/17/1999,M,1052;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00733,,12/01/1999,M,1052;1530,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00736,,12/08/1999,M,1043,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00737,,12/08/1999,M,1043,1999,4,I,0684-00-0321,DSP,True Sheathless DL 9.5 Fr. 40cc IAB,0684-00-0321,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00738,,12/08/1999,M,1043,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00739,,12/08/1999,M,1043;1310;1339,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00744,,12/08/1999,M,1052,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00748,,12/19/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00749,,12/19/1999,M,1456,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00761,,12/23/1999,M,1316,1999,4,I,0684-00-0283,DSP,Stat-DL 9.5 Fr. 40cc IAB,0684-00-0283,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00762,,12/23/1999,M,1316,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00767,,12/04/1999,IN,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00772,,12/22/1999,IN,1530;2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00779,,12/09/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00780,,12/01/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00781,,12/04/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00782,,12/19/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00784,,12/02/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00785,,12/23/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00786,,12/19/1999,M,1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00788,,12/08/1999,IN,1052,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00789,,12/08/1999,IN,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00790,,12/08/1999,IN,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00791,,12/08/1999,IN,2203,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00792,,12/05/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00793,,12/05/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00794,,12/05/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00795,,12/05/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00796,,12/04/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00797,,12/04/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00798,,12/04/1999,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00799,,12/04/1999,M,1456;1530,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00800,,12/04/1999,M,1316,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00801,,12/04/1999,M,1316,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00803,,12/01/1999,M,1010,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00804,,12/01/1999,M,1010,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00805,,12/02/1999,IN,1052;1212,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00815,,01/02/2000,M,2204,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00816,,01/02/2000,M,1530;2204,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00817,,01/08/2000,M,2204,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00818,,01/08/2000,M,2204,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00835,,01/01/2000,M,1043,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00839,,01/02/2000,M,1310;1530,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00844,,01/14/2000,M,1310,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00846,,01/14/2000,M,1010;1339,1999,4,I,0684-00-0344,DSP,STAT DL 9.5 FR. 34 CC. IAB,0684-00-0344,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00870,,01/17/2000,M,1010,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00890,,01/13/2000,M,1010;1052;1746,1999,4,I,0884-00-0008,DSP,"Profile 8 Fr. 34cc IAB,,,",0884-00-0008,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00897,,01/15/2000,M,1010;1052;1746,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00900,,01/27/2000,M,1316,1999,4,I,0784-00-0139,DSP,"True Sheathless DL 9.5 Fr. 34cc IAB,,,",0784-00-0139,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00902,,01/02/2000,IN,2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00903,,01/02/2000,M,2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00907,,01/29/2000,M,1310,1999,4,I,0884-00-0009,DSP,"Profile 8 Fr. 40cc IAB,,,",0884-00-0009,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00914,,01/28/2000,M,1010;1052;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00915,,01/28/2000,IN,1010;1212;1746,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00918,,01/30/2000,IN,2203,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
1997044DSP,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00921,,01/02/2000,M,1052,1999,4,I,UNKNOWN,DSP,"Unknown,,,",UNKNOWN,,,
